album_id,album_name,cover_location,artist,track_id,track_name,popularity,explicit,danceability,energy,key,loudness,modality,energy,valence,speechiness,genre
76290XdXVF9rPzGdNRWdCh,Ctrl,image-data/r-n-b/Ctrl-SZA.jpg,SZA,6gU9OKjOE7ghfEd55oRO57,The-Weekend,74,True,0.4,0.366,8,-9.405,0,0.366,0.161,0.0597,r-n-b
7gEGuvkVs79hY4tG7OYnzx,Thot-Shit,image-data/hip-hop/Thot-Shit-Megan-Thee-Stallion.jpg,Megan-Thee-Stallion,5zNW5ARjYhJQJz1AChP33n,Thot-Shit,87,True,0.95,0.693,9,-3.424,1,0.693,0.891,0.0898,hip-hop
12TuxCWI6BzfSXaZMKMrPn,The-Voice,image-data/hip-hop/The-Voice-Lil-Durk.jpg,Lil-Durk,43BlKpJcSrC9AsJ3F1DKg9,Still-Trappin'-(with-King-Von),74,True,0.877,0.677,5,-4.969,0,0.677,0.627,0.356,hip-hop
1kzfP9URLnFFCN3H0mrOFo,The-Rise-of-Chaos,image-data/metal/The-Rise-of-Chaos-Accept.jpg,Accept,7tcBbo9I71WtmLAuzha5mN,Koolaid,0,False,0.545,0.92,11,-4.232,1,0.92,0.332,0.0306,metal
0GAm85q4EIBAVs27M5hh0J,GIVE-HEAVEN-SOME-HELL,image-data/country/GIVE-HEAVEN-SOME-HELL-HARDY.jpg,HARDY,5nra2uQhiaYKKpemgiDNC3,GIVE-HEAVEN-SOME-HELL,59,False,0.639,0.843,11,-4.975,1,0.843,0.528,0.0362,country
2Y9IRtehByVkegoD7TcLfi,Californication-(Deluxe-Edition),image-data/alternative/Californication-(Deluxe-Edition)-Red-Hot-Chili-Peppers.jpg,Red-Hot-Chili-Peppers,48UPSzbZjgc449aqz8bxox,Californication,81,False,0.592,0.767,9,-2.788,0,0.767,0.328,0.027,alternative
5lVqgXqdoIH3W1wUM2hzPx,Rachmaninov:-Piano-Concerto-No.2,image-data/classical/Rachmaninov:-Piano-Concerto-No.2-Sergei-Rachmaninoff.jpg,Sergei-Rachmaninoff,6B1RtXteyMp3mJZTeuFRmE,"Piano-Concerto-No.-2-in-C-Minor,-Op.-18:-1.-Moderato",41,False,0.144,0.111,0,-19.729,0,0.111,0.0393,0.0367,classical
53Oa5Bu0UTU8o8qCTaHKoz,This-One's-for-You-Too-(Deluxe-Edition),image-data/country/This-One's-for-You-Too-(Deluxe-Edition)-Luke-Combs.jpg,Luke-Combs,698eQRku24PIYPQPHItKlA,She-Got-the-Best-of-Me,75,False,0.533,0.907,11,-3.793,1,0.907,0.7,0.0406,country
04HiwRR7Ct1A4qkZnLQF8n,Best-Love-Ballads,image-data/jazz/Best-Love-Ballads-Various-Artists.jpg,Various-Artists,3iLubgTcHY4ozbOLgfE8ZN,If-Love-Is-Overrated,51,False,0.353,0.337,2,-9.801,1,0.337,0.311,0.0297,jazz
1OvmilWKtrabJGEpPRlgK5,Duke-Ellington-&-John-Coltrane,image-data/jazz/Duke-Ellington-&-John-Coltrane-Duke-Ellington.jpg,Duke-Ellington,0E8q2Fx2XuzXCO2NSAppkR,In-A-Sentimental-Mood,66,False,0.464,0.305,3,-12.435,0,0.305,0.282,0.0316,jazz
3ScLM7m1Lu2xScRrYqEOlU,Candy-Rain-(Remixes),image-data/r-n-b/Candy-Rain-(Remixes)-Soul-For-Real.jpg,Soul-For-Real,0JHwHqPlca9zCnGnQenAEW,Candy-Rain---Heavy-D-&-TrakMasterz-Mix,56,False,0.787,0.585,9,-7.529,1,0.585,0.751,0.0492,r-n-b
0ICUZqfh6yN7WPpXwFbjvx,"Mozart:-Divertimento-in-B-Flat-Major,-K.-254:-1.-Allegro-assai","image-data/classical/Mozart:-Divertimento-in-B-Flat-Major,-K.-254:-1.-Allegro-assai-Wolfgang-Amadeus-Mozart.jpg",Wolfgang-Amadeus-Mozart,3Z9A9hALpLE8RhNco1vzLj,"Divertimento-in-B-Flat-Major,-K.-254:-1.-Allegro-assai",44,False,0.461,0.162,10,-18.234,1,0.162,0.538,0.0406,classical
2JhLwfCqWdJaRCJ9d6gVdh,Lights-Go-Out,image-data/edm/Lights-Go-Out-Chapter-&-Verse.jpg,Chapter-&-Verse,18KVIouF8klKE9HdqdpUxd,Lights-Go-Out,58,False,0.624,0.888,3,-5.909,0,0.888,0.278,0.0474,edm
5gYRiAIuyb6yFdrG5sXfLG,Because-of-You,image-data/kpop/Because-of-You-After-School.jpg,After-School,53PNN2kVM1eFU8C9KRs1jT,Because-of-you,51,False,0.691,0.826,1,-3.968,0,0.826,0.585,0.0335,kpop
5MnnGkYAxmNH6OpPPbCTUm,Tyranny-Of-Souls,image-data/heavy-metal/Tyranny-Of-Souls-Bruce-Dickinson.jpg,Bruce-Dickinson,0RoLV2ULkRM2qo1ibeXc5A,Abduction,23,False,0.363,0.981,4,-5.129,0,0.981,0.519,0.0655,heavy-metal
3PWEGZ6CYvXRnr0JCECsDe,Move-Along,image-data/alternative/Move-Along-The-All-American-Rejects.jpg,The-All-American-Rejects,2l57cfmCnOkwNX1tky02n1,Move-Along,67,False,0.518,0.916,3,-3.858,1,0.916,0.646,0.0454,alternative
3MfNbOJuFb5H4CjrT49oiI,Más,image-data/latin/Más-Alejandro-Sanz.jpg,Alejandro-Sanz,6kQYMqjobmB8MkWwa9OUyA,Amiga-mía,69,False,0.629,0.703,2,-4.875,1,0.703,0.402,0.0504,latin
3gFpVgQIJzQzBqr1uWAsHQ,"Chopin:-1846,-dernière-année-à-Nohant","image-data/classical/Chopin:-1846,-dernière-année-à-Nohant-Frédéric-Chopin.jpg",Frédéric-Chopin,3zrcDZ9hPNkZuq20pxPb9o,"Cello-Sonata-in-G-Minor,-Op.-65:-III.-Largo",54,False,0.152,0.00957,10,-31.787,1,0.00957,0.0742,0.039,classical
3xtQSAQgeAV6TcvzyF4iDd,Martina,image-data/country/Martina-Martina-McBride.jpg,Martina-McBride,01CnYyPXMFRzOFVQBU8WMb,This-One's-for-the-Girls,60,False,0.613,0.801,8,-4.431,1,0.801,0.609,0.0354,country
45nsubB5EsRVWWqx0ED1ET,Post-Malone-(feat.-RANI)-[Joe-Stone-Remix],image-data/pop/Post-Malone-(feat.-RANI)-[Joe-Stone-Remix]-Sam-Feldt.jpg,Sam-Feldt,36orMWv2PgvnzXsd5CJ0yL,Post-Malone-(feat.-RANI),71,False,0.59,0.642,7,-3.87,1,0.642,0.651,0.122,pop
2MDU46hcBn3u94s46BOSdv,Shoot-For-The-Stars-Aim-For-The-Moon-(Deluxe),image-data/hip-hop/Shoot-For-The-Stars-Aim-For-The-Moon-(Deluxe)-Pop-Smoke.jpg,Pop-Smoke,2UYGC1AQpguCOBJRQUOeeU,Got-It-On-Me,61,True,0.688,0.647,2,-7.258,1,0.647,0.195,0.19,hip-hop
56XJWuqnHhxXsM73y8ecZM,Heat-Seeker,image-data/alternative/Heat-Seeker-DREAMERS.jpg,DREAMERS,7noHzxuNmeIwYftylZfVRT,Heat-Seeker,59,False,0.5,0.949,1,-3.123,1,0.949,0.648,0.0833,alternative
0LTwRczEIIffADBJr0VUXU,Wolves-in-Winter,image-data/metal/Wolves-in-Winter-Demons-&-Wizards.jpg,Demons-&-Wizards,6tk9GCcjDX5racqg7r6M4R,Wolves-in-Winter,34,False,0.606,0.96,1,-6.462,1,0.96,0.148,0.131,metal
072RsvIeIJ20SQf5cTKTMA,The-Bookends,image-data/blues/The-Bookends-Eric-Gales.jpg,Eric-Gales,5IZcMXhoMiUYJz48H3TkuK,Something's-Gotta-Give-(feat.-B.-Slade),34,False,0.404,0.727,8,-6.641,0,0.727,0.925,0.209,blues
2UCWsnmZEVg9HhnMeKTsim,"All-Killer,-No-Filler","image-data/alternative/All-Killer,-No-Filler-Sum-41.jpg",Sum-41,4KacUpvbA3Mfo05gttTjhN,Fat-Lip,73,True,0.402,0.914,9,-5.215,1,0.914,0.626,0.142,alternative
4eomOt6YKFtZhFPyoSwrSC,Squint,image-data/jazz/Squint-Julian-Lage.jpg,Julian-Lage,1bnnJsnSGD4hmNG7J0BMFG,Boo's-Blues,42,False,0.538,0.427,5,-9.014,0,0.427,0.391,0.0372,jazz
2u7YB4vGWWHqWJrBJTqT7V,Old-Dominion,image-data/country/Old-Dominion-Old-Dominion.jpg,Old-Dominion,7ApKCAqiAxH4aOhT2ndMvT,Midnight-Mess-Around,0,False,0.684,0.775,3,-5.785,1,0.775,0.695,0.0331,country
6mZNcfRu86r0Wbva49UCPk,Hold-It,image-data/alternative/Hold-It-Lovelace.jpg,Lovelace,61M1XwNpCf346Pom832H4Z,Hold-It,4,False,0.699,0.448,7,-7.336,0,0.448,0.09,0.0676,alternative
3yWndEe8eqSlbp2b9dAFWU,Love-Story,image-data/country/Love-Story-Tim-McGraw.jpg,Tim-McGraw,2gFBNU0hoprOypWeEU5D1p,She's-My-Kind-Of-Rain,48,False,0.472,0.588,0,-8.374,1,0.588,0.314,0.0254,country
2HYufzr6XUqSurRZdY0D9w,Love-Tonight-(David-Guetta-Remix),image-data/edm/Love-Tonight-(David-Guetta-Remix)-Shouse.jpg,Shouse,2prnn41CblB8B4yWACDljP,Love-Tonight---David-Guetta-Remix-Edit,70,False,0.621,0.989,10,-4.225,0,0.989,0.0348,0.0434,edm
6a5OK0q8lpZW1hQgJn9fCm,Around-The-World,image-data/classical/Around-The-World-Emmanuel-Pahud.jpg,Emmanuel-Pahud,15ZcZqeTTpIy7RDs8P8DuH,"Molino:-Duo-No.-3,-Op.-16:-I.-Andantino",41,False,0.238,0.0414,7,-25.18,1,0.0414,0.325,0.0452,classical
25DudAOE7STeKctgnHdrvt,50---Just-warming-up-!,image-data/blues/50---Just-warming-up-!-Lucky-Peterson.jpg,Lucky-Peterson,0z1d5h194QHSRIk7tRNS9c,50-Years,31,False,0.498,0.824,5,-7.832,0,0.824,0.549,0.132,blues
5fRFL33mS6f2EtH9RjOz68,Sticky-Thumb,image-data/indie/Sticky-Thumb-Hether.jpg,Hether,6FfbKN3PDxHJMsdr7DX7wh,Oidar,49,False,0.891,0.571,9,-10.858,0,0.571,0.684,0.0721,indie
0NBTBo1qrg554sAj79nEqD,Mura-Masa,image-data/r-n-b/Mura-Masa-Mura-Masa.jpg,Mura-Masa,3sTN90bIP2cJ1783ctHykO,Love$ick-(feat.-A$AP-Rocky),74,True,0.625,0.763,8,-4.997,0,0.763,0.721,0.129,r-n-b
2hPUhbl7DulE3nMSxhuion,May-I-like?,image-data/kpop/May-I-like?-YOUR-PLAYLIST.jpg,YOUR-PLAYLIST,4QQO4oTdjkypKLK4C4rUod,May-I-like?-(WITH-NAYN),1,False,0.748,0.489,0,-5.717,1,0.489,0.395,0.0699,kpop
2dITTxrOnxT2fqqcu9ytpB,Live-at-Theresa's-1975,image-data/blues/Live-at-Theresa's-1975-Junior-Wells.jpg,Junior-Wells,727UP05QjrlvKZDo0lWspz,Snatch-It-Back-And-Hold-It,33,False,0.607,0.742,5,-6.931,0,0.742,0.891,0.0621,blues
1IJzemlY2uWoq0Newmo8Rw,Believe,image-data/blues/Believe-Albert-Cummings.jpg,Albert-Cummings,68TIixr81tmDL0b9VVIUPt,Red-Rooster,39,False,0.287,0.692,8,-6.157,1,0.692,0.713,0.0495,blues
1C61fBlB2DkMdtOfFiBAXt,Wrong-Side-of-Heaven-(Acoustic),image-data/heavy-metal/Wrong-Side-of-Heaven-(Acoustic)-Five-Finger-Death-Punch.jpg,Five-Finger-Death-Punch,1rU3FLuXTBSuSrJ2ky9py6,Wrong-Side-of-Heaven-(Acoustic),37,False,0.414,0.608,11,-8.141,0,0.608,0.432,0.0308,heavy-metal
5yYFrOnqG8cEciKnsxHz2r,Illuminate-(Deluxe),image-data/pop/Illuminate-(Deluxe)-Shawn-Mendes.jpg,Shawn-Mendes,79cuOz3SPQTuFrp8WgftAu,There's-Nothing-Holdin'-Me-Back,1,False,0.857,0.8,2,-4.035,1,0.8,0.966,0.0583,pop
1WO7bigEZckVrkzPBjAsiQ,In-My-Own-Words,image-data/pop/In-My-Own-Words-Ne-Yo.jpg,Ne-Yo,4SRqDmPxYX0pUb5B5ut2Ri,So-Sick,0,False,0.452,0.574,6,-8.336,1,0.574,0.58,0.31,pop
1Li4rADxSxjT2g4xqUcMYh,Red-Pill-Blues-(Deluxe),image-data/pop/Red-Pill-Blues-(Deluxe)-Maroon-5.jpg,Maroon-5,7fa9MBXhVfQ8P8Df9OEbD8,Girls-Like-You-(feat.-Cardi-B),74,True,0.851,0.541,0,-6.825,1,0.541,0.448,0.0505,pop
2E4Zyg78Slt7IyJhIbYbtW,True-Blue,image-data/jazz/True-Blue-Tina-Brooks.jpg,Tina-Brooks,1s1UN3QMJGyhXQAuMqNcbK,True-Blue,38,False,0.631,0.514,5,-6.68,0,0.514,0.768,0.029,jazz
6W3LQ5tl5c3srkHOjfG7N9,Jinnslammer,image-data/metal/Jinnslammer-Ignea.jpg,Ignea,2AjEKcRXkntPkujLXp6hGD,Jinnslammer,37,False,0.311,0.988,7,-3.397,1,0.988,0.269,0.113,metal
19CCfcTfqpqWg2kHUMSEpZ,Red,image-data/alternative/Red-8-Graves.jpg,8-Graves,75WlxHDmo4ZmhrBO8VuNOC,Evil,44,False,0.6,0.709,3,-5.713,0,0.709,0.764,0.0241,alternative
61ZMZem0tvxv63NqN8mesY,Newk's-Time,image-data/jazz/Newk's-Time-Sonny-Rollins.jpg,Sonny-Rollins,0gYVHFAlcb42DZ5cQQh4nj,Blues-For-Philly-Joe---Remastered,34,False,0.551,0.667,5,-6.915,1,0.667,0.721,0.0336,jazz
1k4JXPaKc4ZSZPalFAoWRA,The-Bottom-of-It,image-data/indie/The-Bottom-of-It-Fruit-Bats.jpg,Fruit-Bats,4bva6j9FaGs1rdCzScAqLk,The-Bottom-of-It,0,False,0.618,0.627,0,-10.705,1,0.627,0.299,0.0416,indie
5zRqnnA5vG6urbr1AOjVU7,Sysma-Remixes,image-data/edm/Sysma-Remixes-Dusty-Kid.jpg,Dusty-Kid,2hLyUXVJvDfzqN3Z393xbx,Sysma---Locked-Groove-Remix,45,False,0.623,0.986,2,-6.687,1,0.986,0.04,0.0758,edm
1i8hO7RSXJ4FOumcLoDyN2,Royal-Tea,image-data/blues/Royal-Tea-Joe-Bonamassa.jpg,Joe-Bonamassa,12mxhoIT5lU3o4NNAqSu3f,A-Conversation-With-Alice,39,False,0.525,0.807,2,-4.978,1,0.807,0.654,0.0307,blues
5wuthq3XXmrpwlowdNxsBf,Creedence-Clearwater-Revival---Best-Of,image-data/blues/Creedence-Clearwater-Revival---Best-Of-Creedence-Clearwater-Revival.jpg,Creedence-Clearwater-Revival,5xpfodSZvstNnuvv0qXg3Y,Susie-Q,0,False,0.638,0.644,9,-10.415,0,0.644,0.864,0.0443,blues
4IcQ1ni07PmlOenqwf6MgG,Me-Gusta,image-data/latin/Me-Gusta-Shakira.jpg,Shakira,5Xhqh4lwJPtMUTsdBztN1a,Me-Gusta,73,False,0.775,0.696,1,-5.184,0,0.696,0.775,0.0681,latin
7etFl9qeqjD0luC40JAg8l,The-Way-You-Move---Hey-Ya!,image-data/r-n-b/The-Way-You-Move---Hey-Ya!-Outkast.jpg,Outkast,3AszgPDZd9q0DpDFt4HFBy,Hey-Ya!,65,False,0.715,0.97,0,-2.206,1,0.97,0.963,0.0648,r-n-b
5Zdr9vactwnJH4Vpe9Mid9,The-Chaos-Chapter:-FREEZE,image-data/kpop/The-Chaos-Chapter:-FREEZE-TOMORROW-X-TOGETHER.jpg,TOMORROW-X-TOGETHER,1Z8TPHiKeCUyClxV6WTTIf,0X1=LOVESONG-(I-Know-I-Love-You)-feat.-Seori,83,False,0.584,0.836,0,-4.925,1,0.836,0.484,0.079,kpop
6PntFOrFJdHpXE9xzjhkyR,14-Shades-of-Grey,image-data/alternative/14-Shades-of-Grey-Staind.jpg,Staind,6FOpPA0a80RuBqqgDozvja,So-Far-Away,66,False,0.407,0.896,6,-2.935,1,0.896,0.156,0.063,alternative
5K18gTgac0q6Jma5HkV1vA,So-Tonight-That-I-Might-See,image-data/indie/So-Tonight-That-I-Might-See-Mazzy-Star.jpg,Mazzy-Star,1LzNfuep1bnAUR9skqdHCK,Fade-Into-You,73,False,0.42,0.33,9,-13.925,1,0.33,0.175,0.0275,indie
6wY9YCNf0EpuogJgcPLY0W,Heart-It-Races,image-data/indie/Heart-It-Races-Architecture-In-Helsinki.jpg,Architecture-In-Helsinki,2vupkXhwL4sNCRgNu72HCZ,Heart-It-Races---Cover-Version,63,False,0.705,0.474,10,-13.081,1,0.474,0.756,0.0391,indie
135Mvw3dkU1VOpIkQA2pa8,MUST,image-data/kpop/MUST-2PM.jpg,2PM,1sHEEu15zcW0654NkXGyaZ,Make-it,48,False,0.736,0.663,1,-4.37,0,0.663,0.753,0.121,kpop
6v7PWbwEKiBFAPcijUpRVe,"Hit-'Em-Back-(feat.-Robert-Randolph,-Tony-Coleman)","image-data/blues/Hit-'Em-Back-(feat.-Robert-Randolph,-Tony-Coleman)-Shemekia-Copeland.jpg",Shemekia-Copeland,4eZUZRpgqQVtQsvaEHtxti,"Hit-'Em-Back-(feat.-Robert-Randolph,-Tony-Coleman)",49,False,0.624,0.935,0,-4.157,1,0.935,0.935,0.0455,blues
6hiwkmlOoNm8F3UkAZJcEz,For-You,image-data/kpop/For-You-LeeHi.jpg,LeeHi,0JL7DoEqAUcOntWmBuOSdh,For-You,62,False,0.588,0.452,7,-7.778,1,0.452,0.267,0.039,kpop
0qK7yDmK5eACwy7RuwhGo2,La-Petite-Mort-or-a-Conversation-with-God,image-data/heavy-metal/La-Petite-Mort-or-a-Conversation-with-God-King-810.jpg,King-810,1U34Xs9Wf0sHbEpvMGzwBv,Alpha-&-Omega,47,True,0.516,0.983,9,-4.843,1,0.983,0.0948,0.392,heavy-metal
5Z5O36p7BivXzkucc0PAfw,Queen-Of-The-Clouds,image-data/pop/Queen-Of-The-Clouds-Tove-Lo.jpg,Tove-Lo,18AJRdgUoO9EYn11N7xzaT,Habits-(Stay-High),72,False,0.733,0.65,5,-3.539,1,0.65,0.348,0.0315,pop
6DcjgwmNJdsl2BODdwPOH6,Greetings-From...Jake,image-data/country/Greetings-From...Jake-Jake-Owen.jpg,Jake-Owen,5g0XcG0apQTlO3X8r38vGf,Down-To-The-Honkytonk,69,True,0.634,0.808,3,-4.12,1,0.808,0.937,0.0517,country
5wQcC9Wbwalmy7fz7IekQP,Steelfactory,image-data/metal/Steelfactory-U.D.O..jpg,U.D.O.,57PT761NIApIzfORTkmwWU,Hungry-and-Angry,39,False,0.532,0.875,9,-5.773,1,0.875,0.671,0.0487,metal
5JVoLY279EeODdYm0CjaxU,Falling-Short,image-data/alternative/Falling-Short-Alter..jpg,Alter.,2mhJ4EAE1ZhwVPJPFpH17S,Falling-Short,31,False,0.436,0.731,5,-7.711,1,0.731,0.655,0.0445,alternative
7dK54iZuOxXFarGhXwEXfF,Lemonade,image-data/r-n-b/Lemonade-Beyoncé.jpg,Beyoncé,6g0Orsxv6glTJCt4cHsRsQ,Formation,74,True,0.896,0.621,5,-6.857,0,0.621,0.818,0.237,r-n-b
7EZEhfO3ULNRHwX2jaiGei,You-Should-Be-Here,image-data/country/You-Should-Be-Here-Cole-Swindell.jpg,Cole-Swindell,38gZVjeaeR3gcnCzziAxBm,Middle-of-a-Memory,64,False,0.531,0.746,11,-4.228,1,0.746,0.304,0.0329,country
64nhe9s692yKECAoMcEQ8U,Can't-Say-I-Ain't-Country,image-data/country/Can't-Say-I-Ain't-Country-Florida-Georgia-Line.jpg,Florida-Georgia-Line,4qQwGRtGT7l6ckQtdPEFd4,Talk-You-Out-Of-It,67,False,0.651,0.708,4,-4.791,1,0.708,0.558,0.0376,country
5iIWnMgvSM8uEBwXKsPcXM,Layla-And-Other-Assorted-Love-Songs-(Remastered-2010),image-data/blues/Layla-And-Other-Assorted-Love-Songs-(Remastered-2010)-Derek-&-The-Dominos.jpg,Derek-&-The-Dominos,2YJgM8lj4u5YEZRSHSfL60,Bell-Bottom-Blues,56,False,0.404,0.695,2,-6.162,1,0.695,0.646,0.034,blues
293J6DF0p1SvXtIt9xFilZ,Set-The-Table,image-data/indie/Set-The-Table-Ritt-Momney.jpg,Ritt-Momney,4KKfz33BvPygaynUJyeyC2,Set-The-Table-(feat.-Claud),52,False,0.554,0.792,0,-3.809,1,0.792,0.237,0.0263,indie
5XPdkIryKSpTKW21HUtvV0,Me-And-My-Gang,image-data/country/Me-And-My-Gang-Rascal-Flatts.jpg,Rascal-Flatts,4bVuIlGQBMWS7vIhcx8Ae4,What-Hurts-The-Most,70,False,0.537,0.674,5,-5.134,0,0.674,0.33,0.0277,country
6Cs28zIAqIa4ni3nlU73bu,Los-Fabulosos-Cadillacs---El-Matador,image-data/latin/Los-Fabulosos-Cadillacs---El-Matador-Los-Fabulosos-Cadillacs.jpg,Los-Fabulosos-Cadillacs,5a12LL01YPhltXHeuWjSnG,El-Matador,0,False,0.566,0.911,4,-9.458,0,0.911,0.638,0.0791,latin
3x3csj05nBEuh2pVL49l9P,In-The-Court-Of-The-Dragon,image-data/metal/In-The-Court-Of-The-Dragon-Trivium.jpg,Trivium,4XUbRHf92kd5Gd8DS6iWqw,In-The-Court-Of-The-Dragon,58,False,0.237,0.983,6,-4.618,1,0.983,0.14,0.121,metal
7uAkY4ERL5Y0BopRxmd3AX,Southern-Hummingbird,image-data/r-n-b/Southern-Hummingbird-Tweet.jpg,Tweet,5Y0E3dOeynKuLDAXu0t0Bg,Oops-(Oh-My)-[feat.-Missy-Elliott],62,True,0.66,0.536,10,-8.786,0,0.536,0.775,0.29,r-n-b
3qq44o8Qqvz5JQ7b5AevLT,The-Sin-and-the-Sentence,image-data/metal/The-Sin-and-the-Sentence-Trivium.jpg,Trivium,5yDJpu0xh0d1w13gXaE3lS,The-Heart-from-Your-Hate,62,False,0.582,0.928,10,-4.659,0,0.928,0.565,0.0635,metal
5LjD2Hkgb70X6czGIp53aw,A-Catholic-Education,image-data/indie/A-Catholic-Education-Teenage-Fanclub.jpg,Teenage-Fanclub,2p7QjwcjAhXKNNcCfLi4jd,Everything-Flows,33,False,0.274,0.895,3,-8.826,1,0.895,0.649,0.0364,indie
1j2uX2CKl8szGRxKqsXOfm,Butterflies-(with-Starrah-&-Four-Tet),image-data/edm/Butterflies-(with-Starrah-&-Four-Tet)-Skrillex.jpg,Skrillex,6cq5CiTm239TeNEE6YjqfE,Butterflies-(with-Starrah-&-Four-Tet),68,False,0.738,0.844,2,-5.743,0,0.844,0.243,0.14,edm
44c4dUwLlRWjAvMgg4ihIG,"Mozart:-Piano-Sonatas-K.309,-K.332-&-K.570","image-data/classical/Mozart:-Piano-Sonatas-K.309,-K.332-&-K.570-Wolfgang-Amadeus-Mozart.jpg",Wolfgang-Amadeus-Mozart,0ftAOThcYwpSDapJhDOy7o,"Piano-Sonata-No.-12-in-F-Major,-K.-332:-II.-Adagio",52,False,0.522,0.0308,5,-26.86,1,0.0308,0.313,0.0641,classical
190bl0MFluUBIYvvheHTw3,conversations-with-myself-about-you,image-data/alternative/conversations-with-myself-about-you-lovelytheband.jpg,lovelytheband,4mmc4NORV8DyusNwKxqVFy,love-somebody-else,38,False,0.502,0.655,11,-8.275,0,0.655,0.329,0.0518,alternative
56kLA4wJImY7uTGmDKVKmV,John-Cougar,image-data/rock/John-Cougar-John-Mellencamp.jpg,John-Mellencamp,2cdwkBvcf927tAUvCR2ggy,I-Need-A-Lover,41,False,0.415,0.867,6,-5.362,1,0.867,0.833,0.0601,rock
68eUmcbDdiB5ilPR9sh7cb,Right,image-data/kpop/Right-SIM2.jpg,SIM2,46Qr7Mi0oRSXcv6dUCESVj,Right,16,True,0.603,0.699,6,-5.923,1,0.699,0.701,0.172,kpop
1AQAGfzhC4TDeEhf29rqrU,Runnin,image-data/edm/Runnin-ESSEL.jpg,ESSEL,1UohCjO8pinVHaIYsLRY82,Runnin,53,False,0.595,0.8,1,-6.649,1,0.8,0.135,0.0718,edm
78uu9LcjPwqQEAdBSKz6mV,Talk-About,image-data/edm/Talk-About-Rain-Radio.jpg,Rain-Radio,1olCzMxaeiQKNO64ssWVGr,Talk-About,72,False,0.814,0.874,6,-5.316,1,0.874,0.434,0.0425,edm
5k4z33VjpVmkOB18IgOD8E,Slow-Train-Coming,image-data/blues/Slow-Train-Coming-Bob-Dylan.jpg,Bob-Dylan,760420tYNmNjFgi8bWvbop,Gotta-Serve-Somebody,47,False,0.81,0.526,2,-9.627,1,0.526,0.811,0.0991,blues
4LEnATSqKeANOJ0mLUAuCE,Song-For-My-Father,image-data/jazz/Song-For-My-Father-Horace-Silver.jpg,Horace-Silver,1CDBaGlisZlOJzvx88lL8A,Song-For-My-Father,54,False,0.742,0.671,5,-8.142,0,0.671,0.591,0.0407,jazz
0wnaUYW25dVLAzk41fp1Ez,Born-Here-Live-Here-Die-Here,image-data/country/Born-Here-Live-Here-Die-Here-Luke-Bryan.jpg,Luke-Bryan,1Y3TlYJNhIa7k4YAvFkJAB,One-Margarita,67,False,0.641,0.842,9,-4.872,1,0.842,0.738,0.0464,country
1pIuEG8M02eyQkR6HVdd83,Here-Comes-The-Boom,image-data/metal/Here-Comes-The-Boom-Rise-Of-The-Northstar.jpg,Rise-Of-The-Northstar,7foMdEhJevqESQw39FQcuv,Here-Comes-The-Boom,0,False,0.59,0.969,7,-3.396,1,0.969,0.223,0.0817,metal
0S0KGZnfBGSIssfF54WSJh,"WHEN-WE-ALL-FALL-ASLEEP,-WHERE-DO-WE-GO?","image-data/alternative/WHEN-WE-ALL-FALL-ASLEEP,-WHERE-DO-WE-GO?-Billie-Eilish.jpg",Billie-Eilish,2Fxmhks0bxGSBdJ92vM42m,bad-guy,86,False,0.701,0.425,7,-10.965,1,0.425,0.562,0.375,alternative
6czvXIzY7s7XwttsVTwCnQ,"Liszt:-Ave-Maria,-S.-558-(after-Schubert,-D.-839)","image-data/classical/Liszt:-Ave-Maria,-S.-558-(after-Schubert,-D.-839)-Franz-Liszt.jpg",Franz-Liszt,6mfmrVSe5Cm7cvsNwW6uJk,"Ave-Maria,-S.-558-(after-Schubert,-D.-839)",53,False,0.335,0.0287,10,-27.4,1,0.0287,0.0371,0.041,classical
2P6yoaajmIjmMQpMHxY1qt,The-Link,image-data/heavy-metal/The-Link-Gojira.jpg,Gojira,0kBtizTxLmlcMe6v8CLA5F,The-Link,34,False,0.302,0.951,10,-5.3,1,0.951,0.141,0.0384,heavy-metal
4KXLjIEas8MTwwX3xpmAdC,V-(Deluxe),image-data/pop/V-(Deluxe)-Maroon-5.jpg,Maroon-5,5rwdhliMmo0aAQ08vU0AOZ,Maps,58,False,0.742,0.713,1,-5.522,0,0.713,0.879,0.0303,pop
0su0yxTZDCOxbdHNyfTKLt,Bach-Busoni;-Mendelssohn;-Schubert-Liszt---Songs-Without-Words,image-data/classical/Bach-Busoni;-Mendelssohn;-Schubert-Liszt---Songs-Without-Words-Murray-Perahia.jpg,Murray-Perahia,2ZoSiPSkWqz36Qqtl940zr,"Lieder-ohne-Worte,-Op.-19,-No.-1",49,False,0.221,0.00921,4,-34.063,1,0.00921,0.105,0.0384,classical
4ziMCfnsGVmOIaVjHzcPMk,Resolution-(Exclusive-Edition),image-data/heavy-metal/Resolution-(Exclusive-Edition)-Lamb-of-God.jpg,Lamb-of-God,6pej2azEjNp6pEFpYPmCNi,Ghost-Walking,44,False,0.511,0.992,1,-3.359,1,0.992,0.349,0.164,heavy-metal
5OSzFvFAYuRh93WDNCTLEz,Torches,image-data/alternative/Torches-Foster-The-People.jpg,Foster-The-People,6qj3fVJJ2PcRxpSG7lDPZ5,Pumped-up-Kicks,0,False,0.733,0.71,5,-5.849,0,0.71,0.965,0.0292,alternative
