album_id,album_name,cover_location,artist,track_id,track_name,popularity,explicit,danceability,energy,key,loudness,modality,energy,valence,speechiness,genre,dominant-h,dominant-s,dominant-v
3EqIz9KGQakhATc71OGQQi,Miike-Snow,image-data/indie/Miike-Snow-Miike-Snow.jpg,Miike-Snow,6vSq5q5DCs1IvwKIq53hj2,Animal,61,False,0.774,0.721,6,-6.662,0,0.721,0.654,0.0773,indie,225.42839749536176,224.43634044526902,224.51107374768088
3LJhoYn4nnHmvPRO3ppbsl,Pink-Friday,image-data/r-n-b/Pink-Friday-Nicki-Minaj.jpg,Nicki-Minaj,1w6kG4Rc29m5EherbvpkF5,Your-Love,62,True,0.422,0.52,11,-10.231,1,0.52,0.184,0.343,r-n-b,179.53606012429543,165.99384304090188,204.58881341234283
5YG0aqiSCfhcWmW2KEsSWJ,If-You're-Going-Through-Hell,image-data/country/If-You're-Going-Through-Hell-Rodney-Atkins.jpg,Rodney-Atkins,7vSn3VNbzOtPebdj6ZSebj,If-You're-Going-Through-Hell-(Before-The-Devil-Even-Knows),63,False,0.566,0.898,9,-3.659,1,0.898,0.791,0.0634,country,36.29445679927518,39.593979079153286,59.41936413804464
2Zuovdo5g1RhfbHniwZ8yI,One-of-a-Kind,image-data/kpop/One-of-a-Kind-Monsta-X.jpg,Monsta-X,1Zsy7gMUcHDhxC0bbyZmC2,GAMBLER,69,False,0.752,0.861,11,-2.72,0,0.861,0.595,0.152,kpop,3.9245301564834474,0.787784068569632,1.0257725878744992
76mvVgXOde87B9aOzLXCOI,Dirty-Deeds-Done-Dirt-Cheap,image-data/rock/Dirty-Deeds-Done-Dirt-Cheap-AC-DC.jpg,AC-DC,2d4e45fmUnguxh6yqC7gNT,Dirty-Deeds-Done-Dirt-Cheap,73,False,0.668,0.906,11,-4.881,0,0.906,0.507,0.17,rock,70.7828121927237,78.99480825958702,94.95354965585054
2qEugS42uGnquWJnufwjyg,Hoot---The-3rd-Mini-Album,image-data/kpop/Hoot---The-3rd-Mini-Album-Girls'-Generation.jpg,Girls'-Generation,1uLBl4JvBl7bwSRkxmggkS,Hoot,46,False,0.683,0.98,7,-1.493,0,0.98,0.934,0.0641,kpop,249.78123073128623,251.84165741768408,252.88580589468492
1w9opfGdFtR3ulNHxnnO1e,Countdown-To-Extinction,image-data/metal/Countdown-To-Extinction-Megadeth.jpg,Megadeth,51TG9W3y9qyO8BY5RXKgnZ,Symphony-Of-Destruction,71,False,0.61,0.891,4,-5.452,0,0.891,0.51,0.0587,metal,18.729804476459996,5.256110110625158,18.410953177257525
55uC8u8BqPgA4LGWALnOK3,Old-Dominion,image-data/country/Old-Dominion-Old-Dominion.jpg,Old-Dominion,3ksmU0DaEUMEVzx5V6cc3z,One-Man-Band,0,False,0.705,0.363,6,-8.327,1,0.363,0.482,0.0355,country,239.58159385427174,244.99480096220998,249.4458756886785
0CUMVFalkFhZM6Xo0ErxLi,ADN,image-data/latin/ADN-Manuel-Turizo.jpg,Manuel-Turizo,5jf0PmPCHefQ78uAzqIqbj,Una-Lady-Como-Tú,65,False,0.788,0.477,4,-7.348,1,0.477,0.86,0.0434,latin,50.25848378654128,31.93692055183427,28.603069689038726
2SWcIu27vvZHPxEHU3FDck,Signs,image-data/blues/Signs-Tedeschi-Trucks-Band.jpg,Tedeschi-Trucks-Band,2ugzSmr5FKy9AwBmTUkEiT,"Signs,-High-Times",39,False,0.559,0.644,9,-9.925,1,0.644,0.572,0.0391,blues,55.98871696865008,62.892351795361826,47.16534970046676
0e1WaSNDZnoPixaxDNdWo4,POST-HUMAN:-SURVIVAL-HORROR,image-data/metal/POST-HUMAN:-SURVIVAL-HORROR-Bring-Me-The-Horizon.jpg,Bring-Me-The-Horizon,3WATWS2Ywo5HeHtG0bE2iZ,Teardrops,66,True,0.497,0.916,7,-3.323,1,0.916,0.401,0.108,metal,57.83016429758169,70.8701310688573,89.786643898837
54V1ljNtyzAm053oJqi0SH,Second-Helping,image-data/rock/Second-Helping-Lynyrd-Skynyrd.jpg,Lynyrd-Skynyrd,7e89621JPkKaeDSTQ3avtg,Sweet-Home-Alabama,82,False,0.596,0.605,7,-12.145,1,0.605,0.886,0.0255,rock,206.75130804447352,223.50355624591236,228.9659090909091
4reo75rXpm9ZpIrw5wK1y2,Time-for-a-Change,image-data/edm/Time-for-a-Change-Benita.jpg,Benita,2aNOkWge7L1IubHjS9dkgL,Time-for-a-Change,31,False,0.687,0.796,0,-9.623,0,0.796,0.608,0.103,edm,38.60326191854854,29.18484205108409,231.75911986103068
5i2HhIrYyMNQvmsBk9h8Im,Barrio-Fino-(Bonus-Track-Version),image-data/latin/Barrio-Fino-(Bonus-Track-Version)-Daddy-Yankee.jpg,Daddy-Yankee,6jEZLz3YpnEBRpVkv35AmP,Gasolina,77,False,0.857,0.801,0,-6.499,1,0.801,0.753,0.0618,latin,10.866337910139876,10.838941532907882,10.899825952426994
5EoZ9odxzFFNrssNdRzMcB,Straight-Shot,image-data/heavy-metal/Straight-Shot-This-Is-Falling.jpg,This-Is-Falling,2CDAQUl0lSdOazjjtoqKyE,Straight-Shot,20,True,0.422,0.978,1,-5.26,1,0.978,0.131,0.0871,heavy-metal,16.372284567075056,17.776402759188716,20.327190363430454
1xRcR4iSouBrfVhuqFkPAJ,SOUTHSIDE,image-data/country/SOUTHSIDE-Sam-Hunt.jpg,Sam-Hunt,10xuH52YSXHWFwCaF1fsDd,Hard-To-Forget,70,False,0.689,0.689,4,-5.517,1,0.689,0.664,0.045,country,211.10727697148076,220.11986197097332,223.86396698129164
6CynnUMIeho0HuHG8EFDKE,Citizen,image-data/classical/Citizen-Bruce-Levingston.jpg,Bruce-Levingston,1XJMRdFSgkrmw2cXLJOD0b,"3-Visions:-No.-2,-Summerland",51,False,0.46,0.00618,6,-28.121,1,0.00618,0.086,0.0481,classical,241.76249670946797,241.9614203398754,251.0614525139665
0PTvzABaWDvafuJ8MZplha,Thrill-Seeker,image-data/alternative/Thrill-Seeker-Sub-Urban.jpg,Sub-Urban,5jkbw3FDS3bSSb4oLKYbjf,Freak-(feat.-REI-AMI),74,False,0.619,0.45,7,-11.965,0,0.45,0.41,0.515,alternative,7.11836918182447,15.113458745418079,25.66211356248703
14nCqNpoBt32m822qAyCsI,The-Inevitable-End,image-data/metal/The-Inevitable-End-Manimal.jpg,Manimal,1e77ThmggJKvG4NeRWUrLB,The-Inevitable-End,47,False,0.525,0.895,11,-5.597,1,0.895,0.52,0.0373,metal,22.919737150903543,18.446080732222484,32.19652076977235
7Kr2VmWaEHm5yPJSkbl6SZ,Order-Of-The-Black-(Amazon-bonus-track-edition),image-data/heavy-metal/Order-Of-The-Black-(Amazon-bonus-track-edition)-Black-Label-Society.jpg,Black-Label-Society,2sHVSkjR9YAMgnG75V7N06,Crazy-Horse,37,False,0.491,0.989,2,-3.621,1,0.989,0.0602,0.138,heavy-metal,3.6956749329320155,3.6953695827608017,3.6889790398918185
35HW8gg7CIRpyJLgg0Fap4,Nebula,image-data/edm/Nebula-Dok-&-Martin.jpg,Dok-&-Martin,2jv1I7mLxwhkcO7acO4vGO,Nebula,47,False,0.733,0.949,8,-7.427,1,0.949,0.387,0.0657,edm,1.0669194312796222,0.8528151658767769,0.959620853080569
2XIhZ9IjqoIN5V6dfKHzCn,I-Don't-Dance-(Deluxe-Edition),image-data/country/I-Don't-Dance-(Deluxe-Edition)-Lee-Brice.jpg,Lee-Brice,5aj0xPGiEUN3aI2oOYu14S,I-Don't-Dance,68,False,0.587,0.559,1,-7.742,1,0.559,0.19,0.0321,country,14.329654920131688,12.542250945006707,19.822186318741615
3oIFxDIo2fwuk4lwCmFZCx,No.6-Collaborations-Project,image-data/pop/No.6-Collaborations-Project-Ed-Sheeran.jpg,Ed-Sheeran,4vUmTMuQqjdnvlZmAH61Qk,South-of-the-Border-(feat.-Camila-Cabello-&-Cardi-B),78,False,0.857,0.621,9,-6.376,0,0.621,0.668,0.0825,pop,249.16634493575435,249.16634493575435,249.16634493575435
0KRHU25nNP7G3oMT8Da2F7,Palmgren:-Piano-Music,image-data/classical/Palmgren:-Piano-Music-Selim-Palmgren.jpg,Selim-Palmgren,1ysRhAUCo9NT64WsmEbn1O,"3-Piano-Pieces,-Op.-54:-I.-Vesipisaroita-(Raindrops)",11,False,0.484,0.0155,4,-38.167,0,0.0155,0.0586,0.0513,classical,249.78303857401477,249.66247737083972,249.45157359699206
2WHY7hYMcEhshNQpfEtNev,Ixnay-On-The-Hombre,image-data/heavy-metal/Ixnay-On-The-Hombre-The-Offspring.jpg,The-Offspring,04KXv3EJ2URxN6MuLgjUtx,Cool-to-Hate,0,False,0.342,0.984,10,-3.371,0,0.984,0.504,0.142,heavy-metal,13.029014153245486,20.037286481210348,14.84960956564177
22PHtsKEYyb9lokN9kQDKe,Classical-Piano-Best-Of---14-Most-Famous-Classical-&-Modern-Piano-Masterpieces,image-data/classical/Classical-Piano-Best-Of---14-Most-Famous-Classical-&-Modern-Piano-Masterpieces-Jean-Baudin-Clarke.jpg,Jean-Baudin-Clarke,5iPeralcsBvYAVKvCWPEAt,3-Gymnopédies:-Gymnopédie-No.1,46,False,0.685,0.00832,7,-30.099,1,0.00832,0.351,0.0693,classical,32.43731481125178,20.12311925193366,12.82587447569939
2Xkv3hze4Ext0BO0FDyjOs,Brave,image-data/country/Brave-Jamie-O'Neal.jpg,Jamie-O'Neal,2iVkOIwx8qzVGlju9Hy4yY,Somebody's-Hero,47,False,0.493,0.735,1,-6.012,1,0.735,0.626,0.0432,country,82.59774558476438,135.76125172947016,193.37962887604786
0tcExuDWMQdBbwSpqN8Ku2,FutureSex-LoveSounds-Deluxe-Edition,image-data/r-n-b/FutureSex-LoveSounds-Deluxe-Edition-Justin-Timberlake.jpg,Justin-Timberlake,7H26V1eqId2OhZbLdFtqlP,Until-the-End-of-Time,49,False,0.804,0.393,11,-6.628,0,0.393,0.401,0.0458,r-n-b,239.88661202185793,235.43501698419732,232.1404150051691
1tuZaAJxEWDLVfqLTabteL,We-Didn't-Have-Much,image-data/country/We-Didn't-Have-Much-Justin-Moore.jpg,Justin-Moore,5v9jrgFC0zbE9Dagn1gg0G,We-Didn't-Have-Much,36,False,0.469,0.662,6,-8.021,1,0.662,0.608,0.0335,country,194.7009520338906,218.84826675169683,227.01949619641962
2rEH3VUXei9WuwsitItfcv,Real-Friends,image-data/country/Real-Friends-Chris-Janson.jpg,Chris-Janson,693NFnfJZt16AFDaZqlflo,Done,64,False,0.565,0.835,9,-3.379,1,0.835,0.763,0.0335,country,202.85062839351482,219.52906557314805,233.29187075217374
59pOP9owt8GjGJ2aTVmcHG,Flawed-Design,image-data/metal/Flawed-Design-Saint-Asonia.jpg,Saint-Asonia,6IlCkH8LtFOMuuORRXMbZE,Blind,54,False,0.135,0.955,9,-4.634,1,0.955,0.37,0.163,metal,60.87164141092576,50.12499681650325,40.120565389023305
1zHR48K6XtWYm6bhrw4J6C,TAKE-TIME,image-data/r-n-b/TAKE-TIME-Giveon.jpg,Giveon,3FAJ6O0NOHQV8Mc5Ri6ENp,Heartbreak-Anniversary,89,False,0.449,0.465,0,-8.964,1,0.465,0.543,0.0791,r-n-b,18.427317519722138,20.492178455076598,24.823214237634957
6btV6MDYhXZ2F6ZKKUfvdh,Places-And-Spaces,image-data/jazz/Places-And-Spaces-Donald-Byrd.jpg,Donald-Byrd,4okz1TH0GeLw3J51pNRDGd,Wind-Parade,45,False,0.581,0.683,2,-9.847,0,0.683,0.607,0.039,jazz,165.54755542173208,130.34769844555686,91.53686627272386
5LuoozUhs2pl3glZeAJl89,Scary-Hours-2,image-data/hip-hop/Scary-Hours-2-Drake.jpg,Drake,3aQem4jVGdhtg116TmJnHz,What’s-Next,83,True,0.781,0.594,0,-6.959,0,0.594,0.0628,0.0485,hip-hop,49.91793682526989,21.861655337864853,16.518176729308276
4vGyxBRf0DK6Jhq0DyL87O,Planet-Nine-:-Alter-Ego,image-data/kpop/Planet-Nine-:-Alter-Ego-ONEWE.jpg,ONEWE,3JUy6uHdxEGf5cqk7IxDrE,Rain-To-Be,56,False,0.565,0.875,1,-2.502,1,0.875,0.533,0.0445,kpop,232.98353468246827,235.699239914993,236.18737914265475
7I35r17JNFjVEZPMHfe2nq,Pandemonium!,image-data/r-n-b/Pandemonium!-B2K.jpg,B2K,75lRRdjplzfpmBjNzMPyjR,"Bump,-Bump,-Bump-(feat.-P.-Diddy)",60,False,0.835,0.68,1,-6.02,0,0.68,0.889,0.21,r-n-b,20.637139929409088,16.81365516717902,16.41094538692171
04ezQVYrGNcXyrBUl42NZi,Lo-Mejor-de-Vilma-Palma,image-data/latin/Lo-Mejor-de-Vilma-Palma-Vilma-Palma-e-Vampiros.jpg,Vilma-Palma-e-Vampiros,0bIye27QbOvSrTAmCViX5O,La-pachanga,62,False,0.681,0.918,9,-4.83,0,0.918,0.551,0.0508,latin,231.35689154990433,234.13959014875627,231.52070859823468
7atJn49QvtOLiFxhQd2hp9,Blown-Away,image-data/country/Blown-Away-Carrie-Underwood.jpg,Carrie-Underwood,0vFMQi8ZnOM2y8cuReZTZ2,Blown-Away,63,False,0.531,0.843,9,-2.569,0,0.843,0.392,0.0429,country,20.79391632971273,25.39884774967626,25.247152408890297
0eouyQPmljivHfUuG5nYBa,Mr.-Simple---The-5th-Album,image-data/kpop/Mr.-Simple---The-5th-Album-SUPER-JUNIOR.jpg,SUPER-JUNIOR,6QTBYKLlV2PQniwAWrBV2z,Mr.-Simple,57,False,0.913,0.745,1,-2.837,1,0.745,0.795,0.0506,kpop,145.62724674002428,75.18929396561852,42.55488115283706
2ei2X6ghPnw7YRwQtAH075,Honky-Chateau,image-data/rock/Honky-Chateau-Elton-John.jpg,Elton-John,3gdewACMIVMEWVbyb8O9sY,"Rocket-Man-(I-Think-It's-Going-To-Be-A-Long,-Long-Time)",81,False,0.601,0.532,10,-9.119,1,0.532,0.341,0.0286,rock,149.17495172241948,193.66756992462467,219.22892917211738
5lUgtggG1KroP0qHkpxQ4K,Bacdafucup,image-data/hip-hop/Bacdafucup-Onyx.jpg,Onyx,0W2mz7mvaBaEsC4rmoRNPn,Slam,61,True,0.876,0.71,11,-12.908,1,0.71,0.724,0.347,hip-hop,11.434565609951846,11.411993378812198,8.859375
1ffj1YKDMjnfqnqyIFeWUl,Gotta-Go,image-data/hip-hop/Gotta-Go-Elijah-the-Boy.jpg,Elijah-the-Boy,0nN4As6foZb8HHyc6w7pol,Gotta-Go,45,True,0.52,0.598,1,-7.541,0,0.598,0.203,0.189,hip-hop,11.361581471765113,9.3873121869783,11.234782839123405
1jbgx1vmWRIPEHYGIqjOHj,royalty-core,image-data/classical/royalty-core-Various-Artists.jpg,Various-Artists,3d5rRdPWUK0JX7dCLiwJnq,"6-Consolations,-S.-172:-No.-3-In-D-Flat-Major-(Lento,-placido)",31,False,0.338,0.00363,1,-36.759,1,0.00363,0.0825,0.0347,classical,6.994771554522778,10.4247001332741,17.554932850357105
3fLanaFy1CnZWuLnPkBeWg,Don't-Be-Afraid-(feat.-Jungle),image-data/edm/Don't-Be-Afraid-(feat.-Jungle)-Diplo.jpg,Diplo,0zsD5I9yYEr4jNkj5SQn4k,Don't-Be-Afraid-(feat.-Jungle),48,False,0.714,0.791,5,-5.421,0,0.791,0.631,0.0558,edm,32.735705571370474,26.407157381049206,29.127734851565677
33SWexPXgq6AQw5UFCMNym,"He-Loves-Me,-But...","image-data/pop/He-Loves-Me,-But...-Sofia-Carson.jpg",Sofia-Carson,0VcG40rmeEpUrAhPgPf6zh,"He-Loves-Me,-But...",53,False,0.691,0.64,0,-6.803,1,0.64,0.552,0.165,pop,18.80464827372017,36.237382887313004,25.31269734458305
3YxTy8m1OZ3oNSdxYprbIg,More-Than-My-Hometown,image-data/country/More-Than-My-Hometown-Morgan-Wallen.jpg,Morgan-Wallen,6FniJZn4agmDtPx1pKZQsa,More-Than-My-Hometown,8,False,0.621,0.882,6,-5.01,1,0.882,0.574,0.0459,country,82.73080500591917,110.0369101978691,117.63005242685608
1IR2nlwX6YVTXXeu2qzoWO,If-I-Know-Me,image-data/country/If-I-Know-Me-Morgan-Wallen.jpg,Morgan-Wallen,6foY66mWZN0pSRjZ408c00,Whiskey-Glasses,79,False,0.614,0.68,6,-4.58,1,0.68,0.707,0.0289,country,23.14714630647024,24.349336879308538,26.00713860797144
4TnqBA58KybPV53g95LHLe,Asalto-Navideño,image-data/latin/Asalto-Navideño-Willie-Colón.jpg,Willie-Colón,5O2Id1rWAmR9ff9kGUfikf,La-Murga,60,False,0.604,0.749,2,-7.591,1,0.749,0.889,0.0381,latin,36.503786542167695,38.38359436497381,32.774028935153765
2xZqlSVy4mXruauLv5lnj0,This-Can't-Be-Love,image-data/jazz/This-Can't-Be-Love-Riley-Foster.jpg,Riley-Foster,5x0hAvSSeRCPl7AAsuQ7U7,Yesterdays,44,False,0.553,0.176,2,-17.49,0,0.176,0.155,0.0339,jazz,33.914248087929906,43.85144101706935,44.21450640733424
2Ir1mtE8K61cCNY5WQyKGV,Camino-Palmero,image-data/alternative/Camino-Palmero-The-Calling.jpg,The-Calling,6w2qiwQ4CqjHVinThUoKhy,Could-It-Be-Any-Harder,47,False,0.533,0.752,0,-7.759,1,0.752,0.439,0.0275,alternative,36.892588685216936,38.05574970328367,37.09903732032177
0IQbQC6V4UuHLcgO9Yt3uu,Wolfgang-Amadeus-Phoenix,image-data/indie/Wolfgang-Amadeus-Phoenix-Phoenix.jpg,Phoenix,7hwcojGiRqYm100tSmpZE3,Lisztomania,65,False,0.486,0.784,0,-6.68,1,0.784,0.315,0.0852,indie,218.47934156378602,203.61218106995887,249.22913580246913
2G8u8jDQPD8mTrkUh5IPLT,Pianissimo,image-data/classical/Pianissimo-Martin-Bloch.jpg,Martin-Bloch,3ogwFGLaTYfEshY9VfTIHA,Chopin---Prelude-E-Minor-OP.28-No-4,44,False,0.421,0.0154,4,-28.787,0,0.0154,0.0482,0.053,classical,51.31038254431232,22.674949517612745,21.07628449629796
0tQ7Iu6EicQTPyhYRNWjaT,Still-Striving,image-data/hip-hop/Still-Striving-A$AP-Ferg.jpg,A$AP-Ferg,4dVpf9jZjcORqGTLUaeYj9,Plain-Jane,75,True,0.797,0.844,11,-5.482,1,0.844,0.52,0.275,hip-hop,25.341631054131053,28.1232905982906,104.83368945868946
182PeD4zms8Cup3oZcACOB,The-Chess-Box,image-data/blues/The-Chess-Box-Muddy-Waters.jpg,Muddy-Waters,61K6lqGyrl2Aerk0LjAZem,Rollin'-Stone,52,False,0.629,0.0192,4,-19.952,1,0.0192,0.335,0.0833,blues,162.86411935503799,172.04843392846112,165.22623092605176
6GLHwIp1K3u1zdLOdPRG0W,Steppenwolf,image-data/rock/Steppenwolf-Steppenwolf.jpg,Steppenwolf,63OFKbMaZSDZ4wtesuuq6f,Born-To-Be-Wild,72,False,0.438,0.71,2,-12.412,1,0.71,0.53,0.0919,rock,230.78554266777132,234.01201325600664,247.8118889809445
2IA9d7atwNgtiS6Tpv9WKt,And-Justice-for-None-(Deluxe),image-data/metal/And-Justice-for-None-(Deluxe)-Five-Finger-Death-Punch.jpg,Five-Finger-Death-Punch,0nqIqABZcujg05mkixJV60,Sham-Pain,58,True,0.554,0.938,11,-4.901,0,0.938,0.4,0.0532,metal,10.319059953591278,10.645674815174573,20.397415142194163
3YwF2y9Y3FfEy2NOtDuDZZ,Carrying-Your-Love-With-Me,image-data/country/Carrying-Your-Love-With-Me-George-Strait.jpg,George-Strait,7puxIVNdj5nsBJk43zM3bH,Carrying-Your-Love-With-Me,67,False,0.629,0.479,10,-10.608,1,0.479,0.345,0.0271,country,77.99452383435903,111.8480233649734,165.05653489099822
2motAeq8jZvHkF4VpbWSHf,To-Die-For,image-data/pop/To-Die-For-Sam-Smith.jpg,Sam-Smith,2ZTYlnhhV1UAReg7wIGolx,To-Die-For,71,False,0.483,0.361,0,-7.889,1,0.361,0.307,0.0738,pop,200.59111069170518,190.22199679154477,216.85528923280174
5MSulOhAWko8b4VbReKjYv,Turn-Up-The-Quiet,image-data/jazz/Turn-Up-The-Quiet-Diana-Krall.jpg,Diana-Krall,5gSYmTVASekarEoK4puiRD,Night-And-Day,62,False,0.49,0.121,5,-18.532,1,0.121,0.256,0.029,jazz,3.8736971939562146,6.4189639222941715,11.743971631205675
7bn0er8NwppxxoDfQbkbNr,Liszt:-Dreams-of-Love;-Consolations;-Sonnets-of-Petrarca;-Rigoletto-Paraphrase,image-data/classical/Liszt:-Dreams-of-Love;-Consolations;-Sonnets-of-Petrarca;-Rigoletto-Paraphrase-Franz-Liszt.jpg,Franz-Liszt,1L4NadMj3Jj7YgGaikyhfr,"6-Consolations,-S.-172:-No.-3-In-D-Flat-Major-(Lento,-placido)",60,False,0.368,0.00363,1,-36.759,1,0.00363,0.085,0.035,classical,249.11296145987853,251.45086624310784,252.1474432533796
5SxojcqLLBT4dWvMXgQFnB,Pachelbel:-Canon-in-D-Major---Vivaldi:-The-Four-Seasons---Mozart:-Turkish-March---Beethoven:-Fur-Eli,image-data/classical/Pachelbel:-Canon-in-D-Major---Vivaldi:-The-Four-Seasons---Mozart:-Turkish-March---Beethoven:-Fur-Eli-Vivaldi-Chamber-Music-Orchestra.jpg,Vivaldi-Chamber-Music-Orchestra,0q7SIRYpJi0YpeF1l2iq5U,Canon-and-Gigue-in-D-Major:-I.-Canon,34,False,0.256,0.234,2,-13.342,1,0.234,0.179,0.0388,classical,12.358941551193748,15.75305583535241,28.300982767538727
1DjPn2vVLNXGzj0c6wGGDH,Way-More-Close-(Stuck-In-A-Box)-[feat.-Big-Sean],image-data/hip-hop/Way-More-Close-(Stuck-In-A-Box)-[feat.-Big-Sean]-Yung-Bleu.jpg,Yung-Bleu,2DYoLkfNIF8xN1L4SnPlrj,Way-More-Close-(Stuck-In-A-Box)-(feat.-Big-Sean),57,True,0.654,0.48,4,-9.792,0,0.48,0.378,0.344,hip-hop,194.11200812143477,173.16238035386252,10.770762834767476
4lNwSgAyaE91u37nrQcRFe,Sibelius,image-data/classical/Sibelius-Jean-Sibelius.jpg,Jean-Sibelius,1juisCcrVdwoLbDWyVvNrX,"6-Impromptus,-Op.-5:-Impromptu-VI",52,False,0.448,0.0052,4,-36.512,1,0.0052,0.0398,0.0564,classical,19.557417929292928,21.219823232323233,32.000599747474745
25pgncF8sNNdd9FQTqHiqo,Good-Feelin',image-data/pop/Good-Feelin'-Billy-Marchiafava.jpg,Billy-Marchiafava,0epUNFTExEwntF3IiIO6sr,Good-Feelin',57,True,0.88,0.679,6,-8.943,0,0.679,0.935,0.0535,pop,247.69457479212974,248.7774347575533,249.30472544661234
2lpWAoHgTroLmD8eCeF6l5,With-The-Muddy-Waters-Blues-Band,image-data/blues/With-The-Muddy-Waters-Blues-Band-Big-Mama-Thornton.jpg,Big-Mama-Thornton,5xIqXJ9frVP569q8gI6BlV,Everything-Gonna-Be-Alright,0,False,0.467,0.566,7,-5.987,1,0.566,0.564,0.0343,blues,29.62160376816589,34.96068125682118,35.10572117870067
1O1Ulu4uuaceAzsNfN7ks0,Blood-Harmony-(Deluxe),image-data/alternative/Blood-Harmony-(Deluxe)-FINNEAS.jpg,FINNEAS,3n5te2xbUAPjzAnhLgA42z,Let's-Fall-in-Love-for-the-Night,69,True,0.737,0.408,5,-7.941,1,0.408,0.374,0.104,alternative,16.306597290398585,4.2944728058119,1.8316807382682114
3sRPj5WMTrlTy2vTJW3BKx,Cold-Beer-Calling-My-Name,image-data/country/Cold-Beer-Calling-My-Name-Jameson-Rodgers.jpg,Jameson-Rodgers,3dV1fjKOlLnaNK5MeZHXGv,Cold-Beer-Calling-My-Name,68,False,0.581,0.86,7,-4.092,1,0.86,0.79,0.039,country,196.10019703139366,232.5808222776829,245.63215552344673
7ciJtZ2tYXhKsndQ7bf7Vw,Dream,image-data/kpop/Dream-Suzy.jpg,Suzy,3JBnDOUd18QKjDqSYuOfpm,Dream,57,False,0.718,0.476,4,-9.205,1,0.476,0.448,0.139,kpop,25.974222976556696,26.599837346628476,24.75418125243096
6d1vGZsr6Uy3h9IigBpPAf,Meet-The-Woo,image-data/hip-hop/Meet-The-Woo-Pop-Smoke.jpg,Pop-Smoke,79s5XnCN4TJKTVMSmOx8Ep,Dior,83,True,0.548,0.805,7,-5.732,1,0.805,0.648,0.351,hip-hop,38.989198456922416,25.001371624517787,21.379532790398628
40hl9x5G7YelVvXQGroLa2,Bronco,image-data/country/Bronco-Canaan-Smith.jpg,Canaan-Smith,2QVzUws1l5mzZ4v46tGHrC,Love-You-Like-That,62,False,0.559,0.766,11,-5.056,1,0.766,0.723,0.0295,country,206.1848065317714,205.3875044373447,173.20117145899894
4yf4bD1iM96hBH6aIc6SaF,Experiment-Extended,image-data/country/Experiment-Extended-Kane-Brown.jpg,Kane-Brown,7epGknfpAlH1u33S71Ur1o,Lose-It,65,False,0.545,0.854,4,-4.968,0,0.854,0.436,0.0289,country,112.8831645383825,82.33910660991242,23.12441900288664
7vN82vd1Vq44fjlhjfvHJp,Loud,image-data/pop/Loud-Rihanna.jpg,Rihanna,0C4ejWmOTMv8vuYj85mf8m,S&M,74,False,0.767,0.682,1,-5.02,1,0.682,0.833,0.042,pop,149.33814741035857,165.26349601593625,244.50224103585657
4j2syEjl3h1To8KbRgvmJn,Love-Story-(Taylor’s-Version),image-data/pop/Love-Story-(Taylor’s-Version)-Taylor-Swift.jpg,Taylor-Swift,3CeCwYWvdfXbZLXFhBrbnf,Love-Story-(Taylor’s-Version),75,False,0.626,0.79,2,-4.302,1,0.79,0.416,0.0311,pop,34.54071947306198,64.93487586556324,96.47860158756967
1YPBXkcPa4KYio6Ziyp7d3,T-Bone-Blues,image-data/blues/T-Bone-Blues-T-Bone-Walker.jpg,T-Bone-Walker,1OGh5aeiGiNvuD37LiNN99,Papa-Ain't-Salty,38,False,0.573,0.488,0,-12.409,1,0.488,0.715,0.0487,blues,163.81187994078925,185.14424742527794,200.9129791187679
3s0pc8Efmw14DJp85hgSin,yours-2-keep-(if-you-don't-want-me),image-data/alternative/yours-2-keep-(if-you-don't-want-me)-SoSo-fauX.jpg,SoSo-fauX,5Jg3o44bp993MhaZRco4tG,yours-2-keep-(if-you-don't-want-me),32,False,0.635,0.673,1,-7.656,1,0.673,0.837,0.0307,alternative,81.64893090477133,110.3979904969313,162.70312809344685
7lxHnls3yQNl8B9bILmHj7,Traveller,image-data/country/Traveller-Chris-Stapleton.jpg,Chris-Stapleton,3fqwjXwUGN6vbzIwvyFMhx,Tennessee-Whiskey,79,False,0.392,0.37,9,-10.888,1,0.37,0.512,0.0298,country,177.4922507998504,177.4922507998504,177.4922507998504
4AUTMNSP56xicSznzKgzjB,What-Dreams-Are-Made-Of,image-data/pop/What-Dreams-Are-Made-Of-R.-City.jpg,R.-City,7x5xYW5W42OGPAdHUyyguy,Locked-Away-(feat.-Adam-Levine),74,False,0.509,0.671,1,-5.709,1,0.671,0.55,0.0678,pop,219.26519225936164,214.6506659964815,223.71359638100026
5NRXAUx3xt2YS4U07mAgEp,#tb,image-data/kpop/#tb-015B.jpg,015B,3OboGw2I8oYsEHeCrZ7NLT,#tb,46,False,0.738,0.414,6,-5.756,1,0.414,0.245,0.0323,kpop,238.96441544463877,202.59454459841248,227.96216198035785
6eZdwrhB97A3EYx9QppGfl,T-R-A-P-S-O-U-L,image-data/r-n-b/T-R-A-P-S-O-U-L-Bryson-Tiller.jpg,Bryson-Tiller,5rgrBsAFYMun6yhtnLKRPz,Right-My-Wrongs,71,False,0.543,0.449,1,-8.065,1,0.449,0.29,0.0463,r-n-b,30.70590051722807,29.9659298525514,22.0179871850956
